investor_id,year,hq_in_africa,ego_size,ego_density,diversity_type,diversity_geo,diversity_combined,pct_local,pct_regional,pct_international,experience_cumulative,n_deals,hrv_share,avg_clustering,ego_edges,year_2023,year_2024
inv_0000,2023,0,14,0.4921360721390931,0.7297541083529645,0.4038485101853162,0.05283056646520756,0.4823069570239864,0.16948224881089682,0.3482107941651168,1,3,0.12340457802201514,0.7640239018094996,44,1,0
inv_0000,2024,0,4,0.33637367083114084,0.3086778907341698,0.4084630768666149,0.5220477205645597,0.15307198807707229,0.1833665318627093,0.6635614800602183,1,2,0.203167289436222,0.7515358905093282,2,0,1
inv_0001,2023,0,3,0.7556254750646385,0.7913961926768668,0.3051310735502679,-0.2616401050160738,0.3842403970907588,0.11509875862328318,0.5006608442859579,5,5,0.0,0.9305736447255089,2,1,0
inv_0001,2024,0,14,0.3830214556685028,0.5456883222803692,0.4552172338993165,0.4505212620863194,0.10619353616561847,0.24912773873082297,0.6446787251035586,5,3,0.20208770583261176,0.7324503605170462,34,0,1
inv_0001,2022,0,9,0.6978480236584201,0.5274646485986377,0.33098580734509664,0.7913152546622415,0.25316773291298506,0.14253111677152136,0.6043011503154936,1,5,0.1034573159739674,0.4623922725487937,25,0,0
inv_0002,2023,0,2,0.23482696012260482,0.7689025045361668,0.6940234506117904,-0.2612524875613067,0.1057077608228188,0.10710664617012935,0.7871855930070519,4,2,0.2084865943651665,0.2965101579953974,0,1,0
inv_0003,2024,1,35,0.6456554320861548,0.6660082767790382,0.6806683232885539,1.438307115297517,0.33662210918192714,0.04415989282730771,0.6192179979907652,5,6,0.0,0.8420744792900939,384,0,1
inv_0004,2022,1,4,0.5732884082680145,0.5934760476200079,0.4271293814557868,0.8465584169309202,0.3045896902966359,0.11234317702799593,0.5830671326753682,3,4,0.0,0.9017549360703584,3,0,0
inv_0005,2022,0,95,0.09277099719005767,0.4334711020834176,0.4385840891537861,-0.6299270185378719,0.09859590937443159,0.04083658088981239,0.860567509735756,1,1,0.0,0.8410382556676138,414,0,0
inv_0006,2023,1,7,0.3919415399665435,0.5376778631177571,0.6889030170289632,1.135093029233899,0.2389605572329572,0.10747334023397759,0.6535661025330652,1,4,0.2884985485687787,0.6266779586381932,8,1,0
inv_0007,2024,0,16,0.5671186659522409,0.3061040657632606,0.25088146420696955,-0.07769070783815629,0.5005148201804256,0.23068113778762928,0.26880404203194513,7,2,0.2020313679803702,0.4939387339169264,68,0,1
inv_0007,2022,0,45,0.5489704109602999,0.7731276137166441,0.39420294166642733,0.10669565895551567,0.11525513070746211,0.09141091173443718,0.7933339575581008,9,3,0.12542990734219892,0.7787829912245214,543,0,0
inv_0008,2023,0,39,0.8316409895309629,0.5677162418392119,0.4736958148367934,-0.562774957574489,0.5139897438751573,0.20327226292211034,0.2827379932027324,2,2,0.20854628299130473,0.5934260051808536,616,1,0
inv_0008,2024,0,59,0.6314689279044472,0.6356543135808033,0.40657181990423225,0.7551571301518643,0.28760484612626586,0.25881570755026423,0.45357944632346986,6,2,0.223292575963234,0.3753261027851734,1080,0,1
inv_0009,2022,1,3,0.49445431383784594,0.744041596322253,0.6408090598563234,0.33090781864366287,0.45001742666144484,0.1371880850219462,0.4127944883166089,2,2,0.0,0.5289670151342277,1,0,0
inv_0009,2024,1,4,0.42986120567460684,0.48395207486209,0.14109733126463742,0.9890055636004875,0.30473833632078495,0.23506975129907828,0.4601919123801368,1,3,0.2166880177249743,0.35339978251243515,2,0,1
inv_0009,2023,1,14,0.41270959992792,0.376495361732666,0.8522790866861063,0.009214088747544369,0.417780490849629,0.5416878008961468,0.04053170825422425,5,2,0.3131048682265286,0.8952817050434858,37,1,0
inv_0010,2022,0,23,0.5783208250728359,0.7921554911098099,0.2304078259873706,-0.28232263029606275,0.5784444840100174,0.30133283009913053,0.12022268589085211,1,1,0.0,0.7150406576585076,146,0,0
inv_0010,2023,0,12,0.41553650127478314,0.5960077651164295,0.536569726839619,-0.34714965727820035,0.6112123152437525,0.33649515999060886,0.052292524765638615,29,6,0.0,0.585286875690182,27,1,0
inv_0011,2024,0,3,0.6765675501791267,0.5293788540012879,0.38060195370819494,0.5668257436343427,0.17275051871881564,0.2769688875132702,0.5502805937679142,1,2,0.32893626208615495,0.9637385467762769,2,0,1
inv_0012,2023,1,18,0.6328119585660779,0.3496375301175089,0.3820001125382266,-0.09427985960218926,0.2675032847898853,0.2793043172240125,0.4531923979861022,5,1,0.0,0.4627966389240176,96,1,0
inv_0012,2024,1,10,0.8181580291529502,0.41491693076191705,0.3421890260456526,0.2875098810188695,0.41446654572420616,0.04817987114711413,0.5373535831286798,5,3,0.5847222527463244,0.8120670846618775,36,0,1
inv_0013,2023,0,10,0.5550317625794428,0.8250797111290912,0.2284689802714939,-0.16474158984506576,0.4442736864207381,0.14270469682169987,0.413021616757562,4,1,0.21163059871977957,0.5047048750318618,24,1,0
inv_0013,2022,0,2,0.19729649874172453,0.28506232425045275,0.3793402602676074,0.602067139918141,0.4885001616515699,0.2881154381642522,0.22338440018417793,19,1,0.0,0.7833849076074596,0,0,0
inv_0013,2024,0,23,0.7183647488492946,0.6318340649294732,0.34626586663510617,-1.1382419572834492,0.5707501224127591,0.1944448241476199,0.23480505343962096,1,2,0.0,0.5794103699657546,181,0,1
inv_0014,2022,0,13,0.6479766356030923,0.4192925690379018,0.6772314677765985,0.4476262961786707,0.3517280676555941,0.2194314702130611,0.42884046213134486,6,2,0.24159703159517992,0.6030323556769409,50,0,0
inv_0014,2024,0,51,0.7887195050942483,0.7149960905207865,0.6508913515273889,1.635074551276646,0.07789253918056706,0.1403148402373913,0.7817926205820417,3,2,0.19287549817049182,0.7907164349169344,1005,0,1
inv_0015,2022,0,11,0.4154788936774674,0.35701389573687514,0.10964960540366,1.2388208869869584,0.3406135277226437,0.119778702061068,0.5396077702162884,8,3,0.4753327228433385,0.9004255867186345,22,0,0
inv_0015,2024,0,19,0.44079440358896255,0.44557910959248015,0.548915940913911,-0.24332249757877777,0.14740390947170776,0.3265576730316449,0.5260384174966473,4,3,0.0,0.7630166582882087,75,0,1
inv_0015,2023,0,23,0.7226309193434746,0.3517445896640351,0.38598931725486074,0.6456814209319872,0.35337540467323236,0.09877963151191112,0.5478449638148565,4,1,0.4642476593540281,0.7467460932442472,182,1,0
inv_0016,2024,0,3,0.5834565647779195,0.7500838284928635,0.5594499221566723,0.49045237827192417,0.030453098608795415,0.5900677858450556,0.379479115546149,1,3,0.10101489415636207,0.4577959410559305,1,0,1
inv_0016,2022,0,98,0.39611302537964976,0.07419901935875839,0.047061399548670745,1.4255136505297101,0.11885037114608633,0.05918208595778543,0.8219675428961283,2,1,0.25867078757857254,0.7490726875355884,1882,0,0
inv_0017,2022,0,8,0.5183151008289998,0.7669667757677374,0.19458857019120715,-1.758091937858214,0.2886257745293543,0.22286995745801808,0.4885042680126276,102,3,0.07470134731378451,0.5704109161334239,14,0,0
inv_0017,2023,0,18,0.5073433368432787,0.10513505643454382,0.42454115086897515,1.1402938951481314,0.20312604607892168,0.12297616409014626,0.6738977898309321,8,3,0.0,0.8438647649646824,77,1,0
